canonical_name,benchmark_score,tier
AMD GX-218GL SOC,754,C
Intel Atom Z3775,754,C
AMD A4-5150M APU,753,C
AMD A4-3330MX APU,752,C
Intel Pentium E2200,752,C
Rockchip RK3566 EVB1 DDR4 V10 Board,751,C
AMD Athlon Dual Core 5050e,748,C
Dual-Core AMD Opteron 1220 SE,748,C
Intel Celeron 1047UE,748,C
Intel Core2 Duo P7450,747,C
Celeron Dual-Core T3500,747,C
AMD Opteron 180,746,C
Intel Core2 Duo SL9400,743,C
Intel Pentium D 960,743,C
Intel Celeron N2910,742,C
ARM Cortex-A55 4 Core 2124 MHz,742,C
AMD Turion II Neo N54L Dual-Core,741,C
ARM Cortex-A55 4 Core 1992 MHz,741,C
Intel Core2 Duo T8100,739,C
AMD Turion 64 X2 Mobile TL-62,738,C
Intel Atom Z3770,738,C
AMD Athlon Dual Core 5600B,737,C
Athlon 64 Dual Core 3800+,736,C
MT8696,736,C
AMD Athlon Dual Core 4850e,735,C
AC8257V/WAB,735,C
Qualcomm APQ 8084 (Flattened Device Tree),734,C
Spreadtrum SC9853I-IA,734,C
Intel Celeron 2961Y,732,C
Rockchip RK3368,731,C
AMD Turion X2 Ultra Dual-Core Mobile ZM-85,730,C
AMD Opteron 1216 HE,727,C
AMD Athlon Dual Core 4850B,727,C
Intel Celeron 887,727,C
Intel Core2 Duo P7350,727,C
AMD A4-3305M APU,727,C
AMD E2-3000 APU,726,C
ARM Cortex-A72 4 Core 2000 MHz,726,C
Intel Core2 Duo T7200,723,C
AMD Athlon 64 X2 Dual Core 4800+,722,C
ARM Cortex-A55 4 Core 2100 MHz,719,C
Intel Core2 Duo E4500,718,C
Intel Core2 Duo T6570,718,C
AMD Athlon 64 X2 Dual Core 4600+,716,C
Intel Pentium T4200,715,C
Intel Core2 Duo E6420,714,C
MediaTek MT6761V/WE,714,C
Intel Celeron E1600,712,C
AMD Athlon II P360 Dual-Core,711,C
Intel Atom Z3560,710,C
AMD Athlon 64 FX-60 Dual Core,709,C
Intel Core2 Duo T6400,708,C
AMD Turion X2 Dual-Core Mobile RM-75,708,C
Rockchip RK3288,708,C
Intel Celeron B815,706,C
Intel Core2 Duo T5870,705,C
MT8735T,704,C
Intel Atom E3840,704,C
Intel Core2 Duo T7400,702,C
Intel Pentium E2210,702,C
MT5893,702,C
Intel Core i3-380UM,699,C
AMD Athlon Dual Core 4450e,698,C
AMD Opteron 1214,696,C
Intel Core2 Duo T6500,696,C
AMD Athlon II Dual-Core M320,696,C
AMD Opteron 185,695,C
AMD Turion X2 Ultra Dual-Core Mobile ZM-86,695,C
Intel Core2 Duo T7300,693,C
MT6738,692,C
AMD Athlon 64 X2 Dual Core 4400+,691,C
Intel Celeron G470,691,C
AMD Turion X2 Dual Core Mobile RM-76,691,C
Intel Celeron P4505,689,C
AMD Turion X2 Ultra Dual-Core Mobile ZM-87,689,C
Intel Core2 Duo T7250,688,C
AMD Athlon X2 Dual Core BE-2400,688,C
AMD Athlon Dual Core 4450B,684,C
AMD Turion II Neo K685 Dual-Core,684,C
AMD A4-3300M APU,683,C
AMD Opteron 175,682,C
Athlon Dual Core 4450e,681,C
Intel Core2 Duo L7800,680,C
Intel Pentium D 950,679,C
AMD Athlon II Dual-Core M340,676,C
AMD Athlon II X2 270u,675,C
AMD Turion 64 X2 Mobile TL-64,675,C
AMD Athlon II P320 Dual-Core,674,C
AMD Athlon II P340 Dual-Core,673,C
AMD Athlon 64 X2 Dual Core 4200+,672,C
Intel Pentium E2180,671,C
Intel Celeron E1400,671,C
Athlon Dual Core 4050e,670,C
Intel Celeron J3060,668,C
Intel Core2 Duo T5750,667,C
Intel Core2 Duo L9300,666,C
AMD Turion X2 Dual-Core Mobile RM-72,666,C
VIA QuadCore U4650 @ 1.0+ GHz,666,C
AMD E2-3000M APU,665,C
Celeron Dual-Core T3000,665,C
AMD Athlon II N330 Dual-Core,665,C
Intel Celeron N3060,664,C
AMD Athlon II X2 260u,663,C
AMD Athlon 64 X2 Dual Core 4000+,661,C
ARM Cortex-A72 4 Core 1500 MHz,661,C
AMD Turion Dual-Core RM-75,659,C
Intel Core2 Duo T5850,657,C
AMD Turion X2 Ultra Dual-Core Mobile ZM-82,654,C
ARM Cortex-A72 4 Core 2100 MHz,653,C
Intel Core2 Duo T5900,652,C
Intel Atom Z3740,651,C
Intel Celeron E1500,649,C
Intel Celeron B800,649,C
AMD Turion Dual-Core RM-72,649,C
AMD Opteron 170,648,C
M7221,646,C
Intel Core2 Duo T5600,645,C
Intel Pentium T3400,645,C
Intel Pentium T3200,644,C
Intel Core2 Duo T7100,643,C
Intel Pentium 987,642,C
Qualcomm MSM8974,642,C
Samsung EXYNOS5420,642,C
AMD Athlon 64 X2 QL-66,641,C
AMD A4-3320M APU,640,C
Intel Core2 Duo T5800,638,C
Intel Pentium E2160,636,C
Intel Pentium 2129Y,635,C
Intel Core2 Duo T5300,635,C
AMD Turion X2 Dual-Core Mobile RM-77,635,C
AMD Athlon 64 X2 Dual-Core TK-57,634,C
Intel Core2 Duo E4400,632,C
AMD Athlon II Dual-Core M300,631,C
AMD Turion 64 X2 Mobile TL-66,627,C
Celeron Dual-Core T3300,627,C
Intel Pentium 967,626,C
Intel Atom C2358,625,C
Qualcomm MSM8974PRO-AB,625,C
ARM Cortex-A72 2 Core 0 MHz,625,C
Intel Pentium U5600,624,C
AMD Turion X2 Dual-Core Mobile RM-70,624,C
AMD Turion X2 Dual-Core Mobile RM-74,623,C
Intel Pentium 957,622,C
AMD Athlon 64 X2 QL-64,622,C
Intel Atom Z3745,621,C
AMD GX-212JC SOC,619,C
MT6795MM,618,C
AMD Athlon Dual Core 4050e,616,C
Intel Celeron 877,615,C
Intel Atom Z3740D,614,C
MediaTek MT6761V/WBB,613,C
Generic DT based system,612,C
AMD Athlon 64 X2 Dual Core 3800+,611,C
Qualcomm MSM8974PRO-AC,611,C
AMD Athlon 64 X2 QL-65,609,C
Intel Core2 Duo L7700,607,C
AMD Athlon II X2 250u,604,C
Intel Celeron N3000,604,C
AMD Turion X2 Dual Core L510,603,C
AMD E1 Micro-6200T APU,600,C
Intel Xeon 5110,600,C
AMD TurionX2 Ultra DualCore Mobile ZM-87,599,C
Rockchip (Device Tree),598,C
Intel Pentium T2410,598,C
AMD E1-2500 APU,597,C
Intel Core2 Duo E6320,597,C
AMD Athlon 64 X2 Dual Core 3600+,596,C
Intel Atom S1260,596,C
Intel Core2 Duo T5550,596,C
Intel Celeron J1750,595,C
AMD Athlon 64 X2 Dual Core BE-2300,594,C
AMD Opteron 1212,593,C
Intel Celeron N3050,592,C
Intel Core2 Duo E6300,592,C
AMD Athlon X2 Dual Core BE-2350,591,C
AMD Turion 64 X2 Mobile TL-60,591,C
AMD Turion II Neo N40L Dual-Core,589,C
AMD Turion Dual-Core RM-74,588,C
Qualcomm MSM8974PRO-AA,587,C
Intel Atom Z3745D,585,C
Intel Core2 Duo U9600,584,C
Intel Celeron 847E,584,C
Intel Atom C2338,584,C
AMD E1-7010 APU,582,C
Intel Xeon MV 3.20GHz,582,C
AMD Athlon 64 X2 QL-67,582,C
Qualcomm MSM8917,582,C
Intel Celeron J1800,581,C
MT8766A,581,C
Intel Celeron N2840,580,C
Pentium Dual-Core T4200,578,C
AMD Athlon 64 X2 Dual-Core TK-42,577,C
Intel Celeron 1019Y,576,C
Intel Core2 Duo L7500,575,C
MT6761V/CAB,575,C
AMD Athlon 64 X2 Dual Core BE-2350,573,C
MediaTek MT8168A,571,C
AMD Athlon X2 Dual Core BE-2300,570,C
Intel Celeron 857,569,C
MediaTek MT6737T,568,C
AMD Athlon 64 X2 3800+,566,D
Qualcomm MSM 8974 HAMMERHEAD (Flattened Device Tre,566,D
AMD Turion II Neo K625 Dual-Core,565,D
AMD Athlon X2 Dual Core 6850e,564,D
AMD Sempron Dual Core 2200,563,D
Intel Celeron 867,562,D
AMD Sempron 2650 APU,561,D
Intel Core2 Duo E4300,561,D
AMD Turion Dual-Core RM-70,561,D
Intel Celeron U3600,560,D
"Qualcomm Technologies, Inc MSM8929",560,D
ARM Cortex-A53 4 Core 1800 MHz,558,D
Intel Atom Z3735E,557,D
AMD Sempron Dual Core 2300,555,D
AMD Athlon 64 X2 QL-62,553,D
Intel Pentium E2140,549,D
Intel T1500,548,D
Intel Celeron,548,D
Intel Pentium T2390,547,D
MediaTek MT6762V/CN,546,D
MediaTek MT8163,545,D
Qualcomm APQ8084,544,D
Intel Atom Z3735F,544,D
Intel Core2 Duo T5450,543,D
MT6761V/WD,543,D
AMD E1-6015 APU,542,D
Intel Celeron N2830,542,D
Intel Pentium U5400,538,D
mt6762m,538,D
Amlogic,537,D
Intel Pentium T2330,536,D
AMD TurionX2 Dual Core Mobile RM-70,536,D
AMD Athlon 64 X2 Dual-Core TK-53,535,D
AMD Sempron Dual Core 2100,533,D
Intel Celeron N2808,532,D
Intel Atom C2350,532,D
AMD Athlon 64 X2 Dual Core 3400+,531,D
AMD Opteron 165,531,D
Intel Core2 Duo T5470,531,D
Intel Core2 Duo T5670,530,D
MT6739CH,530,D
AMD Athlon Neo X2 Dual Core L335,529,D
AMD Athlon II Neo K345 Dual-Core,527,D
MT8735A,527,D
AMD Athlon 64 X2 Dual-Core TK-55,525,D
AMD E1-6010 APU,522,D
AMD Turion X2 Ultra Dual-Core Mobile ZM-80,521,D
MT6592,521,D
Celeron Dual-Core T3100,519,D
Intel Celeron T1600,519,D
AMD Athlon 64 FX-57,517,D
Intel Core2 Duo L7400,516,D
Intel T2050,516,D
Intel Pentium T2310,515,D
ARM Cortex-A17 4 Core 1800 MHz,515,D
Intel Core2 Duo T5500,513,D
Intel Atom D2701,511,D
Intel Core2 Duo SU9400,509,D
Rockchip RK3288 (Flattened Device Tree),508,D
AMD Sempron 145,505,D
Intel Atom Z3736F,502,D
AMD Sempron 130,501,D
AMD E2-2000 APU,501,D
Intel Core2 Duo U7300,501,D
Intel Pentium T2370,500,D
AMD Sempron 150,498,D
Intel Core Duo T2700,498,D
Intel Pentium D 940,498,D
AMD Turion X2 Dual Core Mobile RM-70,497,D
MediaTek MT6735,497,D
Intel Core2 Duo T5270,496,D
MT8735,495,D
Intel Celeron G460,494,D
Intel Pentium D 830,494,D
Intel Atom D2700,492,D
Intel Celeron E1200,492,D
Intel Core2 Duo L7300,489,D
"rockchip,rk3368",489,D
Intel Atom Z3770D,488,D
Intel Celeron N3010,486,D
Intel Celeron N2815,486,D
Intel Core2 Duo U9300,485,D
AMD Athlon 64 3100+,484,D
Intel Core i3-330UM,484,D
Intel Core2 Duo T5250,483,D
Intel Celeron G465,480,D
Intel Celeron N2806,479,D
Intel Xeon 3.20GHz,478,D
AMD Turion 64 X2 Mobile TL-58,478,D
AMD Athlon II Neo N36L Dual-Core,478,D
AMD E-350D APU,478,D
MT8167A,478,D
Intel Pentium SU4100,476,D
AMD Athlon Neo X2 Dual Core L325,476,D
Intel T1400,475,D
AMD E1-2200 APU,474,D
Intel Celeron U3400,473,D
AMD Sempron 140,471,D
AMD TurionX2 Dual Core Mobile RM-72,471,D
Intel Celeron 847,470,D
AMD G-T56N,470,D
Intel Celeron N2820,469,D
Intel Pentium Extreme Edition 955,469,D
Intel Core2 Duo L7100,467,D
AMD Athlon 64 FX-59,465,D
AMD Athlon 64 X2 QL-60,465,D
Intel Atom E3827,460,D
ARM Cortex-A53 4 Core 1392 MHz,459,D
AMD Opteron 154,457,D
Unisoc SC9832e,457,D
AMD Athlon Neo X2 Dual Core 6850e,456,D
"Qualcomm Technologies, Inc MSM8917",456,D
"Qualcomm Technologies, Inc QM215",455,D
AMD Turion 64 X2 Mobile TL-56,453,D
QCT APQ8064 DEB,453,D
AMD Opteron 254,451,D
Intel Core Duo T2600,450,D
Intel Celeron N2807,450,D
MT8167D,450,D
QCT APQ8064 FLO,449,D
ARM Cortex-A53 4 Core 1512 MHz,448,D
Intel Celeron SU2300,445,D
Intel Celeron 450,445,D
Intel Celeron 925,444,D
SAMSUNG JF,443,D
AMD E2-1800 APU,442,D
AMD G-T56E,442,D
Intel Core2 Duo T5200,438,D
AMD Turion 64 X2 Mobile TL-50,436,D
"Qualcomm Technologies, Inc MSM8920",436,D
MT8161P,434,D
Intel Atom D2560,433,D
AMD A4-1250 APU,432,D
MediaTek MT6737,432,D
AMD Turion Neo X2 Dual Core L625,431,D
AMD Athlon LE-1640,430,D
Intel Atom N2800,429,D
AMD Opteron 152,428,D
Sony Mobile fusion3,428,D
Intel Celeron G440,426,D
Intel Xeon 3.00GHz,425,D
ARM Cortex-A53 4 Core 1296 MHz,425,D
Qualcomm MSM8916,424,D
Intel Pentium D 915,423,D
AMD E-450 APU,422,D
AMD Athlon LE-1620,421,D
Intel Celeron N2810,420,D
AMD Athlon LE-1660,416,D
AMD G-T48E,416,D
Samsung GrandPrimePlus LTE LTN OPEN rev04 board ba,415,D
AMD E-350,414,D
AMD Athlon LE-1600,412,D
AMD Athlon 1640B,412,D
Intel Celeron 900,409,D
MediaTek MT6739WW,409,D
Intel Core Duo T2500,408,D
Intel Atom D2550,408,D
AMD E1-2100 APU,407,D
Intel Core2 Duo U7500,405,D
MT8735P,405,D
AMD Athlon 64 FX-55,404,D
Intel Core Duo L2500,404,D
Intel Atom D510,404,D
Intel Core Duo T2450,404,D
Intel Xeon 3.60GHz,403,D
AMD E-350 APU,401,D
AMD Turion 64 Mobile ML-42,400,D
AMD Sempron LE-1300,400,D
Intel Core i7-2630UM,400,D
AMD Geode NX 2400+,400,D
ARM Cortex-A53 4 Core 1600 MHz,400,D
Intel Atom D525,399,D
QCT APQ8064 MAKO,399,D
ARM ARMv7 rev 4 (v7l) 4 Core 1400 MHz,399,D
AMD Athlon 64 3500+,396,D
Samsung Exynos 7570,396,D
ARM ARMv7 rev 4 (v7l) 4 Core 1200 MHz,396,D
AMD Athlon 64 3700+,394,D
AMD Opteron 150,393,D
VIA Nano X2 U4025,393,D
Intel Xeon 3.80GHz,393,D
AMD Opteron 148,392,D
Intel Celeron 807,392,D
AMD A4-1200 APU,391,D
AMD E1-1500 APU,390,D
Intel Core Duo L2300,387,D
AMD Athlon II Neo K325 Dual-Core,387,D
Intel Atom E3825,385,D
Intel Pentium 4 3.73GHz,385,D
AMD Turion 64 Mobile ML-44,384,D
Intel Core Duo T2350,384,D
AMD Turion 64 X2 Mobile TL-52,384,D
Intel Pentium T2130,382,D
QCT APQ8064 AWIFI,382,D
"Qualcomm Technologies, Inc MSM8916",382,D
AMD Athlon X2 Dual Core L310,379,D
AMD V140,379,D
AMD Athlon 64 3400+,375,D
Intel Xeon 3.40GHz,375,D
AMD Athlon 64 3300+,375,D
Intel Pentium D 805,374,D
ARM Cortex-A53 4 Core 0 MHz,374,D
AMD E1-1200 APU,372,D
Intel Celeron D 360,372,D
Intel Atom 330,371,D
Intel Celeron 827E,371,D
Intel Celeron 440,368,D
Intel Celeron 560,365,D
"Qualcomm Technologies, Inc APQ8017",365,D
AMD Sempron 3600+,364,D
AMD V120,362,D
AMD Turion 64 Mobile MK-38,362,D
AMD Sempron 3800+,360,D
MediaTek MT6739WA,360,D
AMD E-300 APU,359,D
AMD Athlon II 160u,358,D
AMD Athlon II 170u,357,D
AMD Athlon X2 Dual Core 3250e,357,D
Mobile AMD Athlon 64 3700+,356,D
Manta,356,D
"Qualcomm Technologies, Inc QCM2150",356,D
MediaTek MT6737M,355,D
ARM Cortex-A7 4 Core 1300 MHz,354,D
AMD Sempron LE-1200,349,D
Intel Core Duo T2400,349,D
Intel Core Duo L2400,348,D
Intel Pentium T2080,348,D
Intel Core Duo T2250,347,D
ARM Cortex-A53 4 Core 1152 MHz,347,D
AMD Opteron 146,346,D
ARM Cortex-A7 4 Core 1368 MHz,346,D
Intel Core2 Duo U7700,345,D
ARM Cortex-A53 4 Core 1400 MHz,345,D
Intel Celeron 570,344,D
Mobile Intel Pentium 4 3.33GHz,344,D
"Qualcomm Technologies, Inc APQ8016",343,D
Intel 2.80GHz,341,D
AMD Athlon 64 4000+,340,D
AMD Athlon 64 3200+,340,D
AMD Athlon TF-36,338,D
AMD Sempron M100,338,D
AMD V160,337,D
Qualcomm MSM8928,337,D
AMD Turion 64 Mobile ML-40,336,D
Intel Atom N570,335,D
Intel Celeron N2805,335,D
Mobile AMD Sempron 3800+,335,D
ARM Cortex-A72 4 Core 1750 MHz,335,D
AMD Turion 64 Mobile ML-37,334,D
AMD Turion 64 Mobile MK-36,334,D
ARM Cortex-A35 4 Core 1296 MHz,334,D
AMD Athlon 2850e,333,D
Mobile AMD Athlon 64 3400+,333,D
MediaTek MT8167B,332,D
Qualcomm MSM8228,332,D
Intel Core Duo T2300,330,D
Intel Pentium T2060,330,D
MT8765WB,328,D
Intel Pentium 4 3.20GHz,326,D
Mobile AMD Athlon 64 3200+,326,D
MT6735P,326,D
Unisoc SC7731e,324,D
Intel Atom N2600,323,D
ARM Cortex-A53 4 Core 1200 MHz,323,D
Mobile AMD Sempron 3400+,321,D
Intel Core Duo T2050,320,D
Rockchip RK3328,319,D
AMD Opteron 144,316,D
Intel Core2 Duo U7600,316,D
AMD Turion 64 Mobile MT-37,315,D
AMD Sempron 3300+,315,D
AMD Sempron LE-1100,315,D
Intel Pentium 4 3.60GHz,315,D
VIA Eden X2 U4200 @ 1.0+ GHz,315,D
Intel Celeron D 420,313,D
Intel Pentium 4 3.00GHz,313,D
Mobile AMD Athlon 64 4000+,313,D
Intel Pentium 4 3.80GHz,313,D
Samsung GrandPrimePlus LTE CIS rev04 board based o,312,D
MT6739WM,310,D
AMD C-60 APU,309,D
MT6735M,308,D
AMD Z-01,308,D
Intel Celeron M 530,307,D
Intel Atom E3826,304,D
AMD Athlon 64 3000+,303,D
AMD Athlon II Neo K125,302,D
Mobile AMD Sempron 3600+,302,D
AMD Sempron LE-1250,301,D
Intel Celeron 550,301,D
AMD C-70 APU,300,D
Qualcomm MSM8926,300,D
AMD Sempron 3100+,298,D
Intel Atom Z2760,298,D
AMD Athlon II Neo K145,298,D
AMD Athlon 64 2800+,295,D
Intel Pentium 4 3.46GHz,295,D
Mobile AMD Sempron 3300+,294,D
MediaTek MT8735B,294,D
Qualcomm MSM8626,294,D
UNIVERSAL3475,294,D
Intel Celeron 430,293,D
Intel Pentium 4 3.40GHz,293,D
AMD Athlon 64 3800+,292,D
AMD Sempron 3400+,292,D
AMD G-T40N,292,D
Intel Pentium M 2.10GHz,292,D
"Qualcomm Technologies, Inc MSM8216",292,D
AMD Athlon 2800+,291,D
Qualcomm APQ8026,291,D
AMD C-60,290,D
Mobile AMD Sempron 3500+,290,D
AMD G-T40E,289,D
AMD Sempron 3200+,288,D
AMD Sempron SI-40,288,D
AMD Turion 64 Mobile MT-32,286,D
"Qualcomm Technologies, Inc APQ8009",286,D
AMD Turion 64 Mobile ML-32,285,D
Intel Celeron 540,283,D
Intel Celeron D 352,283,D
AMD Athlon Neo MV-40,282,D
AMD Athlon XP 3100+,282,D
AMD Athlon XP 3200+,281,D
Intel Pentium M 1.80GHz,280,D
AMD Turion 64 Mobile MT-34,279,D
VIA Nano L2100@1800MHz,279,D
AMD Turion 64 Mobile ML-30,277,D
AMD Turion 64 Mobile ML-34,277,D
Mobile AMD Sempron 3100+,277,D
Rockchip RK3326,277,D
Spreadtrum SC7731e,277,D
AMD Athlon XP 2900+,276,D
Intel Atom D2500,275,D
AMD Athlon 2650e,274,D
AMD Athlon TF-20,272,D
Intel Pentium M 2.13GHz,271,D
VIA Nano U2250 (1.6GHz Capable),270,D
Intel Pentium M 2.00GHz,270,D
ARM Cortex-A7 4 Core 1200 MHz,270,D
Mobile AMD Sempron 3000+,269,D
AMD Sempron 3000+,268,D
Intel Celeron 743,268,D
Intel Celeron 530,268,D
Intel Celeron M 723,267,D
AMD Sempron 210U,267,D
"Qualcomm Technologies, Inc MSM8909",267,D
Intel Celeron 3.20GHz,267,D
Intel Atom N550,265,D
Qualcomm MSM8226,265,D
Intel Celeron 3.33GHz,263,D
VIA Eden C1050,263,D
AMD Z-60 APU,262,D
AMD Athlon XP 3000+,262,D
AMD Sempron SI-42,261,D
AMD Athlon XP 2800+,260,D
AMD C-50,260,D
Intel Xeon 2.80GHz,260,D
Mobile AMD Sempron 2600+,256,D
AMD Athlon XP 2700+,256,D
Intel Core Duo U2400,255,D
AMD Turion 64 Mobile ML-28,254,D
VIA Nano L2007@1600MHz,254,D
Intel Core Solo T1400,253,D
AMD Sempron 2600+,253,D
Intel Core2 Solo U3500,252,D
Intel Celeron M 1.70GHz,252,D
msm8960dt,252,D
AMD Sempron LE-1150,251,D
Intel Celeron D 356,251,D
Intel Pentium 4 3.06GHz,249,D
AMD GX-210JA SOC,248,D
AMD Sempron M120,247,D
SAMSUNG SERRANO,247,D
AMD Turion 64 Mobile MT-30,246,D
Mobile AMD Sempron 3200+,245,D
ARM Cortex-A7 4 Core 900 MHz,244,D
AMD Sempron 2800+,243,D
AMD Athlon 64 2600+,243,D
AMD Athlon XP2400+,243,D
AMD Athlon XP 2600+,242,D
Intel Celeron 807UE,241,D
Mobile AMD Athlon 2500+,241,D
Mobile AMD Athlon XP-M 2600+,241,D
Intel Pentium M 1.50GHz,240,D
Intel Pentium M 1.70GHz,239,D
Intel Pentium SU2700,239,D
Intel Pentium M 1.86GHz,238,D
Mobile AMD Athlon XP-M 2800+,238,D
Mobile AMD Athlon XP-M 3000+,238,D
Intel Pentium M 1700MHz,237,D
Mobile AMD Athlon XP-M 2200+,237,D
Mobile AMD Sempron 2800+,237,D
Intel Pentium 4 2.80GHz,236,D
Intel Celeron 420,235,D
Rockchip RK3229,234,D
AMD Athlon XP 2400+,234,D
Intel Celeron 3.06GHz,234,D
Intel Core2 Solo U2100,233,D
Mobile AMD Athlon 4 2400+,233,D
AMD Sempron 3500+,232,D
Mobile Intel Pentium 4 3.20GHz,232,D
Intel Celeron D 347,232,D
AMD Athlon XP 2500+,231,D
Intel Celeron M 450,230,D
Intel Celeron 2.93GHz,230,D
Intel Pentium M 1.60GHz,229,D
Intel Pentium M 2.26GHz,227,D
Mobile AMD Athlon XP-M 2500+,226,D
Intel Pentium M 1.40GHz,225,D
Mobile AMD Athlon XP-M 2400+,225,D
Intel Atom N470,224,D
Intel Atom D425,222,D
Intel Celeron M 360 1.40GHz,221,D
Intel Core Duo U2500,220,D
Mobile Intel Pentium 4 3.06GHz,220,D
Intel Celeron M 1500MHz,217,D
Intel Celeron M 1.50GHz,216,D
Intel Pentium 4 2.60GHz,215,D
Intel Celeron M 520,215,D
AMD Athlon XP 2200+,214,D
Intel Celeron 723,213,D
Intel Atom 230,210,D
Intel Core Solo T1300,210,D
AMD Athlon XP 2100+,210,D
Intel Celeron 220,209,D
Intel Pentium M 1400MHz,208,D
Intel Celeron 2.53GHz,208,D
AMD Sempron 2300+,207,D
AMD Sempron 2500+,207,D
Intel Pentium M 1.73GHz,205,D
Mobile Intel Pentium 4 2.80GHz,205,D
AMD Sempron 2400+,205,D
Intel Celeron M 1.30GHz,205,D
AMD Athlon XP 1900+,203,D
ARM Cortex-A53 4 Core 1536 MHz,202,D
VIA Nano U2500@1200MHz,199,D
Intel Pentium M 1.20GHz,199,D
ARM Cortex-A72 4 Core 1850 MHz,199,D
Intel Pentium M 1300MHz,197,D
AMD Athlon L110,197,D
Intel Celeron M 1300MHz,197,D
Intel Pentium M 1.30GHz,196,D
Mobile AMD Athlon XP-M 2000+,196,D
AMD Athlon XP 1800+,195,D
AMD Athlon XP 2000+,195,D
Intel Pentium III 1400S @ 1400MHz,194,D
Intel Core Solo T1350,194,D
Intel Pentium M 1600MHz,193,D
Intel Pentium III 1400 @ 1400MHz,193,D
Mobile AMD Athlon XP-M 1800+,193,D
Mobile AMD Athlon MP-M 2400+,192,D
AMD Athlon 1500+,191,D
Intel Celeron 2.80GHz,190,D
Intel Celeron M 1.60GHz,190,D
Intel Atom N2100,188,D
Intel Pentium M 1500MHz,188,D
VIA Nano U3500@1000MHz,184,D
AMD V105,184,D
AMD Sempron 2200+,184,D
Intel Pentium M 1.10GHz,184,D
Intel Atom Z530,183,D
Mobile Intel Celeron 1333MHz,183,D
AMD Athlon XP1600+,183,D
AMD E-240,182,D
Mobile Intel Pentium 4 2.66GHz,182,D
Intel Celeron 2.26GHz,182,D
Intel Xeon 2.40GHz,180,D
VIA Nano U2250@1300+MHz,179,D
Intel Atom N455,179,D
Intel Atom N475,179,D
AMD C-30,178,D
Intel Atom N450,177,D
Intel Atom D410,177,D
AMD G-T52R,177,D
AMD Athlon XP 1700+,176,D
Intel Atom N270,175,D
Intel Atom N280,175,D
Intel Celeron 215,174,D
AMD Athlon XP 1600+,174,D
Mobile AMD Athlon MP-M 1800+,173,D
Intel Celeron M 440,169,D
Intel Celeron M 430,169,D
Mobile AMD Athlon XP-M 1600+,169,D
AMD Athlon XP 1500+,167,D
Intel Celeron 2.13GHz,166,D
VIA Nano L2207@1600MHz,165,D
Mobile AMD Sempron 2100+,164,D
Intel Core Solo U1500,164,D
Intel Pentium III Mobile 1133MHz,164,D
Intel XEON 2.20GHz,164,D
Intel Celeron 2.50GHz,164,D
Intel Pentium 4 2.53GHz,162,D
Intel Pentium 4 2.50GHz,160,D
Intel Pentium III Mobile 1066MHz,160,D
Intel Atom E3815,159,D
Intel Celeron 1200MHz,159,D
Intel Celeron 2.70GHz,159,D
Intel Atom Z670,158,D
Intel Pentium 4 2.20GHz,157,D
Intel Pentium 4 2.66GHz,157,D
Intel Pentium M 1000MHz,156,D
Intel Pentium III Mobile 1200MHz,156,D
Intel Pentium M 1200MHz,155,D
AMD Athlon 64 2000+,154,D
Intel Pentium 4 3.83GHz,154,D
Mobile Intel Celeron 2.40GHz,154,D
Intel Celeron 2.66GHz,154,D
Intel Atom N435,153,D
Intel Xeon 2.00GHz,152,D
Intel Pentium 4 2.26GHz,151,D
VIA C7-D 1800MHz,150,D
Intel Pentium 4 2.93GHz,150,D
Intel Celeron M 1.00GHz,149,D
Intel Celeron 2.30GHz,148,D
Mobile Intel Celeron 2.20GHz,147,D
Mobile Intel Pentium III - M 1200MHz,146,D
VIA C7-M 6300MHz,145,D
Mobile Intel Pentium 4 - M 2.20GHz,143,D
Intel Celeron 2.40GHz,143,D
Intel Celeron 2.60GHz,143,D
ARM Cortex-A7 2 Core 1080 MHz,142,D
Intel Pentium M 900MHz,141,D
Intel Celeron M 420,139,D
Mobile Intel Pentium 4 - M 2.40GHz,139,D
Intel Celeron 1000MHz,139,D
Intel Celeron 2.20GHz,139,D
Mobile Intel Pentium 4 - M 2.00GHz,138,D
Intel Pentium 4 Mobile 1.90GHz,136,D
VIA Esther 1500MHz,135,D
Intel Pentium 4 2.00GHz,133,D
Mobile Intel Celeron 2.00GHz,133,D
Intel Pentium 4 Mobile 2.00GHz,132,D
Intel Pentium 4 2.40GHz,131,D
Mobile Intel Pentium III - M 933MHz,130,D
AMD G-T44R,130,D
Intel Core Solo U1400,130,D
Intel Core Solo U1300,127,D
Intel Celeron M 443,125,D
Intel Celeron 2.00GHz,125,D
Intel Celeron M 410,123,D
Intel Celeron M 900MHz,123,D
Intel Atom Z520,122,D
Mobile Intel Celeron 1.80GHz,121,D
Mobile Intel Pentium 4 - M 1.70GHz,121,D
AMD G-T40R,120,D
Intel Pentium III Mobile 800MHz,119,D
Mobile Intel Pentium 4 - M 1.80GHz,119,D
Mobile Intel Celeron 1.70GHz,118,D
VIA C7-M 1600MHz,116,D
Intel Pentium 4 Mobile 1.60GHz,116,D
Intel Pentium 4 1.80GHz,115,D
Intel Pentium 4 1800MHz,114,D
Intel Pentium 4 Mobile 1.80GHz,114,D
Intel Celeron 1100MHz,113,D
VIA C7-M 1200MHz,112,D
Intel Celeron B710,106,D
Intel Pentium 4 1.90GHz,104,D
