canonical_name,cpu_name_normal,manufacturer,benchmark_score,cores,tdp,socket,category
Intel Xeon D-1528,Xeon D 1528,Intel,5910,6,35.0,FCBGA1667,"Laptop, Server"
MT6893Z/CZA,MT6893Z/CZA,Unknown,5908,8,,unknown,Mobile/Embedded
Intel Core i7-5700EQ,i7 5700EQ,Intel,5905,4,47.0,FCBGA1364,Laptop
AMD Ryzen 3 3350U,Ryzen 3 3350U,AMD,5904,4,15.0,unknown,Laptop
Intel Xeon E5-2430L v2,Xeon E5 2430L v2,Intel,5903,6,60.0,LGA 1356,Server
Intel Xeon E5-2440,Xeon E5 2440,Intel,5900,6,95.0,LGA 1356,Server
AMD Ryzen 3 PRO 2200GE,Ryzen 3 PRO 2200GE,AMD,5897,4,35.0,AM4,Desktop
AMD Opteron 6378,Opteron 6378,AMD,5889,8,115.0,G34,Server
Intel Xeon D-1521,Xeon D 1521,Intel,5876,4,45.0,FCBGA1667,Server
Intel Xeon E5-1620,Xeon E5 1620,Intel,5871,4,130.0,LGA2011,Server
Intel Xeon E5-2430,Xeon E5 2430,Intel,5863,6,95.0,LGA 1356,Server
Intel Xeon E5-1410 v2,Xeon E5 1410 v2,Intel,5842,4,80.0,LGA 1356,Server
vendor Kirin985,vendor Kirin985,Unknown,5834,8,,unknown,Mobile/Embedded
Intel Core i7-4800MQ,i7 4800MQ,Intel,5829,4,47.0,rPGA946B,Laptop
Intel Core i3-8300T,i3 8300T,Intel,5827,4,25.0,FCLGA1151-2,Desktop
AMD Ryzen 3 3300U,Ryzen 3 3300U,AMD,5803,4,15.0,FP5,Laptop
Intel Core i7-4710MQ,i7 4710MQ,Intel,5800,4,47.0,FCPGA946,Laptop
Intel Core i3-1115G4E,i3 1115G4E,Intel,5776,2,15.0,BGA 1449,Mobile/Embedded
AMD Opteron 4274 HE,Opteron 4274 HE,AMD,5776,4,65.0,C32,Server
Intel Xeon E5-2450L,Xeon E5 2450L,Intel,5769,8,70.0,LGA 1356,Server
Intel Core i7-4720HQ,i7 4720HQ,Intel,5762,4,47.0,BGA1364,Laptop
Intel Xeon X5650,Xeon X5650,Intel,5761,6,95.0,LGA1366,Server
SM8350,SM8350,Unknown,5761,8,,unknown,Mobile/Embedded
Intel Core i7-3820QM,i7 3820QM,Intel,5755,4,45.0,BGA1224,Laptop
Intel Xeon Bronze 3106,Xeon Bronze 3106,Intel,5754,8,85.0,FCLGA3647,Server
Intel Core i7-3820,i7 3820,Intel,5754,4,130.0,LGA2011,Desktop
Intel Core i7-4770T,i7 4770T,Intel,5748,4,45.0,LGA1150,Desktop
MT8195AV/ZA,MT8195AV/ZA,Unknown,5735,8,,unknown,Mobile/Embedded
Snapdragon 8cx Gen 2 @ 3.1,Snapdragon 8cx Gen 2 @ 3.1,Unknown,5734,8,7.0,unknown,Unknown
Intel Xeon E3-1220 v6,Xeon E3 1220 v6,Intel,5729,4,72.0,FCLGA1151,Server
"Qualcomm Technologies, Inc SM8250_AC","Qualcomm Technologies, Inc SM8250 AC",Unknown,5724,8,,unknown,Mobile/Embedded
Intel Core i5-7440EQ,i5 7440EQ,Intel,5711,4,45.0,FCBGA1440,Laptop
Intel Core i7-3740QM,i7 3740QM,Intel,5708,4,45.0,rPGA988B,Laptop
Intel Xeon E3-1220 v5,Xeon E3 1220 v5,Intel,5707,4,80.0,FCLGA1151,Server
MT6893Z_D/CZA,MT6893Z D/CZA,Unknown,5701,8,,unknown,Mobile/Embedded
Intel Core i7-3920XM,i7 3920XM,Intel,5700,4,55.0,FCPGA988,Laptop
MT6891,MT6891,Unknown,5688,8,,unknown,Mobile/Embedded
Intel Xeon E3-1205 v6,Xeon E3 1205 v6,Intel,5682,4,65.0,FCLGA1151,Server
Intel Core i7-3940XM,i7 3940XM,Intel,5671,4,55.0,rPGA988B,Laptop
MT6883Z/CZA,MT6883Z/CZA,Unknown,5665,8,,unknown,Mobile/Embedded
Intel Core i5-6600T,i5 6600T,Intel,5655,4,35.0,LGA 1151,Desktop
Intel Core i5-6500,i5 6500,Intel,5655,4,65.0,LGA 1151,Desktop
Intel Core i7-3720QM,i7 3720QM,Intel,5651,4,45.0,BGA1224,Laptop
AMD Opteron 6238,Opteron 6238,AMD,5625,6,115.0,Socket G34,Server
Intel Core i5-4690K,i5 4690K,Intel,5623,4,88.0,LGA1150,Desktop
Intel Core i7-4722HQ,i7 4722HQ,Intel,5620,4,37.0,FCBGA1364,Laptop
Intel Core i7-2700K,i7 2700K,Intel,5604,4,95.0,LGA1155,Desktop
Intel Core i7-4750HQ,i7 4750HQ,Intel,5599,4,47.0,FCBGA1364,Laptop
"Qualcomm Technologies, Inc SM8350","Qualcomm Technologies, Inc SM8350",Unknown,5596,8,,unknown,Mobile/Embedded
Intel Core i5-5675R,i5 5675R,Intel,5589,4,65.0,FCBGA1364,Desktop
Intel Core i7-3770T,i7 3770T,Intel,5573,4,45.0,LGA1155,Desktop
Intel Core i5-4690,i5 4690,Intel,5572,4,84.0,LGA1150,Desktop
AMD Opteron 6376,Opteron 6376,AMD,5572,8,115.0,Socket G34,Server
ARM Neoverse-N1 8 Core 0 MHz,ARM Neoverse N1 8 Core 0 MHz,Intel,5561,8,,unknown,Unknown
Intel Core i7-4700HQ,i7 4700HQ,Intel,5560,4,47.0,FCBGA1364,Laptop
Intel Core i5-8365UE,i5 8365UE,Intel,5555,4,15.0,FCBGA1528,Laptop
Intel Core i5-5675C,i5 5675C,Intel,5548,4,65.0,FCLGA1150,Desktop
Intel Core i5-4670K,i5 4670K,Intel,5547,4,84.0,LGA1150,Desktop
Intel Core i5-7440HQ,i5 7440HQ,Intel,5526,4,45.0,BGA1440,Laptop
Intel Xeon E5-2643,Xeon E5 2643,Intel,5523,4,130.0,LGA2011,Server
Intel Xeon E3-1226 v3,Xeon E3 1226 v3,Intel,5520,4,84.0,FCLGA1150,Server
Intel Core i7-4710HQ,i7 4710HQ,Intel,5518,4,47.0,FCBGA1364,Laptop
Intel Xeon E3-1280,Xeon E3 1280,Intel,5510,4,95.0,LGA1155,Server
AMD Ryzen 3 2300U,Ryzen 3 2300U,AMD,5507,4,15.0,FP5,Laptop
vendor Kirin820,vendor Kirin820,Unknown,5502,8,,unknown,Mobile/Embedded
Intel Core i7-4860EQ,i7 4860EQ,Intel,5500,4,47.0,FCBGA1364,Laptop
Intel Core i7-2600K,i7 2600K,Intel,5500,4,95.0,LGA1155,Desktop
Intel Core i5-7400,i5 7400,Intel,5499,4,65.0,FCLGA1151,Desktop
Intel Core i7-3615QE,i7 3615QE,Intel,5459,4,45.0,BGA1224,Laptop
Intel Core i5-4670,i5 4670,Intel,5440,4,84.0,LGA1150,Desktop
Intel Core i5-760S,i5 760S,Intel,5440,4,,unknown,Unknown
ARM Cortex-A72 16 Core 0 MHz,ARM Cortex A72 16 Core 0 MHz,Intel,5435,16,,unknown,Unknown
MT6893Z_A/CZA,MT6893Z A/CZA,Unknown,5429,8,,unknown,Mobile/Embedded
Intel Core i7-4785T,i7 4785T,Intel,5427,4,35.0,FCLGA1150,Desktop
Intel Xeon E3-1268L v3,Xeon E3 1268L v3,Intel,5427,4,45.0,LGA1150,Server
Intel Core i3-9100T,i3 9100T,Intel,5419,4,35.0,FCLGA1151-2,Desktop
Intel Core i5-6402P,i5 6402P,Intel,5414,4,65.0,LGA 1151,Desktop
AMD FX-8320 Eight-Core,FX 8320 Eight Core,Intel,5409,4,125.0,AM3+,Desktop
Intel Xeon E3-1240,Xeon E3 1240,Intel,5398,4,80.0,LGA1155,Server
Intel Xeon E3-1270,Xeon E3 1270,Intel,5386,4,80.0,LGA1155,Server
Intel Core i5-4690S,i5 4690S,Intel,5380,4,65.0,LGA1150,Desktop
Intel Xeon E3-1275,Xeon E3 1275,Intel,5372,4,95.0,LGA1155,Server
Intel Core i5-6440EQ,i5 6440EQ,Intel,5368,4,45.0,FCBGA1440,Laptop
Intel Xeon E3-1245,Xeon E3 1245,Intel,5366,4,95.0,LGA1155,Server
"Qualcomm Technologies, Inc SM8250","Qualcomm Technologies, Inc SM8250",Unknown,5366,8,,unknown,Mobile/Embedded
Intel Core i7-4702HQ,i7 4702HQ,Intel,5361,4,37.0,FCBGA1364,Laptop
Intel Pentium Gold 7505,Pentium Gold 7505,Intel,5360,2,15.0,FCBGA1449,Laptop
Intel Xeon E5-2609 v4,Xeon E5 2609 v4,Intel,5351,8,85.0,FCLGA2011-3,Server
Intel Core i5-4590,i5 4590,Intel,5344,4,84.0,LGA1150,Desktop
Intel Core i7-2600,i7 2600,Intel,5344,4,95.0,LGA1155,Desktop
Intel Core i5-7500T,i5 7500T,Intel,5319,4,35.0,FCLGA1151,Desktop
Intel Core i7-4700MQ,i7 4700MQ,Intel,5319,4,47.0,rPGA946B,Laptop
Intel Xeon E5-2630L,Xeon E5 2630L,Intel,5305,6,60.0,LGA 2011,Server
Intel Xeon E3-1240L v3,Xeon E3 1240L v3,Intel,5304,4,25.0,FCLGA1150,Server
"Qualcomm Technologies, Inc KONA","Qualcomm Technologies, Inc KONA",Unknown,5302,8,,unknown,Mobile/Embedded
Intel Xeon E3-1505L v5,Xeon E3 1505L v5,Intel,5301,4,25.0,FCBGA1440,"Laptop, Server"
Intel Core i3-8100T,i3 8100T,Intel,5291,4,35.0,FCLGA1151-2,Desktop
AMD Opteron 6274,Opteron 6274,AMD,5286,8,115.0,G34,Server
Intel Xeon X5687,Xeon X5687,Intel,5282,4,130.0,LGA1366,Server
Intel Xeon E5-2620,Xeon E5 2620,Intel,5280,6,95.0,LGA2011,Server
vendor Kirin9000,vendor Kirin9000,Unknown,5276,8,,unknown,Mobile/Embedded
Intel Xeon E5-2430L,Xeon E5 2430L,Intel,5273,6,60.0,FCLGA1356,Server
Intel Core i7-4712MQ,i7 4712MQ,Intel,5273,4,37.0,FCPGA946,Laptop
Intel Xeon E3-1225 v3,Xeon E3 1225 v3,Intel,5264,4,84.0,LGA1150,Server
AMD Ryzen Embedded V1500B Quad-core,Ryzen Embedded V1500B Quad core,Intel,5257,4,,unknown,Mobile/Embedded
AMD Opteron 6328,Opteron 6328,AMD,5246,4,115.0,G34,Server
Intel Xeon E5-1607 v4,Xeon E5 1607 v4,Intel,5245,4,140.0,FCLGA2011-3,Server
Intel Core i7-6822EQ,i7 6822EQ,Intel,5241,4,25.0,LGA 1151,Laptop
AMD Opteron 6272,Opteron 6272,AMD,5240,8,115.0,G34,Server
AMD FX-8370E Eight-Core,FX 8370E Eight Core,Intel,5235,4,95.0,AM3+,Desktop
Intel Core i5-4670R,i5 4670R,Intel,5233,4,65.0,FCBGA1364,Desktop
Intel Core i7-3615QM,i7 3615QM,Intel,5228,4,45.0,BGA1224,Laptop
"lisa based Qualcomm Technologies, Inc. SM7325","lisa based Qualcomm Technologies, Inc. SM7325",Unknown,5227,8,,unknown,Mobile/Embedded
AMD FX-8300 Eight-Core,FX 8300 Eight Core,Intel,5223,4,95.0,AM3+,Desktop
AMD Ryzen 5 3500C,Ryzen 5 3500C,AMD,5214,4,15.0,FP5,Laptop
"Vili based on Qualcomm Technologies, Inc SM8350","Vili based on Qualcomm Technologies, Inc SM8350",Unknown,5213,8,,unknown,Mobile/Embedded
Intel Core i5-4570,i5 4570,Intel,5199,4,84.0,LGA1150,Desktop
Microsoft SQ2,Microsoft SQ2,Unknown,5199,8,,unknown,Unknown
"Qualcomm Technologies, Inc SDM778G","Qualcomm Technologies, Inc SDM778G",Unknown,5186,8,,unknown,Mobile/Embedded
Intel Core i5-6400,i5 6400,Intel,5163,4,65.0,LGA 1151,Desktop
Intel Core i7-4712HQ,i7 4712HQ,Intel,5161,4,37.0,FCBGA1364,Laptop
Intel Xeon E5649,Xeon E5649,Intel,5160,6,80.0,LGA1366,Server
AMD FX-8150 Eight-Core,FX 8150 Eight Core,Intel,5158,4,125.0,AM3+,Desktop
Intel Xeon E3-1220 v3,Xeon E3 1220 v3,Intel,5154,4,80.0,LGA1150,Server
vendor Kirin980,vendor Kirin980,Unknown,5150,8,,unknown,Mobile/Embedded
Intel Xeon E5-2420,Xeon E5 2420,Intel,5149,6,95.0,LGA1356,Server
Qualcomm Snapdragon 7325,Qualcomm Snapdragon 7325,Unknown,5148,8,,unknown,Mobile/Embedded
AMD FX-8310 Eight-Core,FX 8310 Eight Core,Intel,5145,4,95.0,AM3+,Desktop
Apple A13 Bionic,A13 Bionic,Apple,5145,6,,unknown,Mobile/Embedded
Intel Core i7-3630QM,i7 3630QM,Intel,5131,4,45.0,rPGA988B,Laptop
Intel Core i3-1005G1,i3 1005G1,Intel,5128,2,15.0,FCBGA1526,Laptop
Intel Core i5-6440HQ,i5 6440HQ,Intel,5128,4,45.0,LGA 1151,Laptop
Intel Xeon X5672,Xeon X5672,Intel,5117,4,95.0,LGA1366,Server
Intel Xeon X5677,Xeon X5677,Intel,5112,4,130.0,LGA1366,Server
Intel Core i5-7300HQ,i5 7300HQ,Intel,5104,4,45.0,unknown,Laptop
Intel Core i7-3610QM,i7 3610QM,Intel,5100,4,45.0,PGA988B,Laptop
Intel Core i7-4702MQ,i7 4702MQ,Intel,5095,4,37.0,FCPGA946,Laptop
Intel Core i5-4590S,i5 4590S,Intel,5095,4,65.0,LGA1150,Desktop
"Star based on Qualcomm Technologies, Inc SM8350","Star based on Qualcomm Technologies, Inc SM8350",Unknown,5087,8,,unknown,Mobile/Embedded
Hisilicon Kirin9000,Hisilicon Kirin9000,Unknown,5083,8,,unknown,Mobile/Embedded
Intel Xeon W-2102,Xeon W 2102,Intel,5077,4,120.0,FCLGA2066,Server
Intel Core i5-5575R,i5 5575R,Intel,5070,4,65.0,LGA1150,Desktop
"Venus based on Qualcomm Technologies, Inc SM8350","Venus based on Qualcomm Technologies, Inc SM8350",Unknown,5069,8,,unknown,Mobile/Embedded
06/8c,06/8c,Unknown,5040,8,,unknown,Mobile/Embedded
Intel Core i7-4765T,i7 4765T,Intel,5036,4,35.0,FCLGA1150,Desktop
"Haydn based on Qualcomm Technologies, Inc SM8350","Haydn based on Qualcomm Technologies, Inc SM8350",Unknown,5035,8,,unknown,Mobile/Embedded
Intel Core i5-4670K CPT,i5 4670K CPT,Intel,5034,4,84.0,LGA1150,Desktop
Intel Core i7-8665UE,i7 8665UE,Intel,5017,4,15.0,FCBGA1528,Laptop
Intel Core i7-10510Y,i7 10510Y,Intel,5016,4,7.0,UTFCBGA1377,Laptop
Intel Xeon E3-1235L v5,Xeon E3 1235L v5,Intel,5013,4,25.0,FCLGA1151,Server
Intel Xeon E3-1230,Xeon E3 1230,Intel,5006,4,80.0,LGA1155,Server
Intel Xeon E3-1290,Xeon E3 1290,Intel,4988,4,95.0,LGA1155,Server
AMD FX-8320E Eight-Core,FX 8320E Eight Core,Intel,4972,4,95.0,AM3+,Desktop
Intel Xeon E5645,Xeon E5645,Intel,4955,6,80.0,LGA1366,Server
Intel Xeon E5-1607 v3,Xeon E5 1607 v3,Intel,4950,4,140.0,LGA2011-v3,Server
Samsung Exynos 2100,Samsung Exynos 2100,Unknown,4949,8,,unknown,Mobile/Embedded
Intel Core i7-4700EQ,i7 4700EQ,Intel,4941,4,47.0,FCBGA1364,Desktop
Intel Core i5-3570K,i5 3570K,Intel,4936,4,77.0,LGA1155,Desktop
Intel Core i7-3612QE,i7 3612QE,Intel,4929,4,35.0,BGA1224,Laptop
Intel Core i5-4670S,i5 4670S,Intel,4919,4,65.0,FCLGA1150,Desktop
Intel Core i5-4570S,i5 4570S,Intel,4914,4,65.0,LGA1150,Desktop
Intel Core i5-3570,i5 3570,Intel,4910,4,77.0,LGA1155,Desktop
ARM Cortex-A72 4 Core 0 MHz,ARM Cortex A72 4 Core 0 MHz,Intel,4907,4,,unknown,Unknown
AMD FX-8140 Eight-Core,FX 8140 Eight Core,Intel,4860,4,95.0,AM3+,Desktop
AMD Opteron 6366 HE,Opteron 6366 HE,AMD,4858,8,85.0,unknown,Server
Intel Core i3-7320,i3 7320,Intel,4856,2,51.0,FCLGA1151,Desktop
"Samsung Technologies, Inc Exynos E1080","Samsung Technologies, Inc Exynos E1080",Unknown,4846,8,,unknown,Mobile/Embedded
Intel Core i5-6500T,i5 6500T,Intel,4845,4,35.0,LGA 1151,Desktop
Intel Core i5-10210Y,i5 10210Y,Intel,4836,4,7.0,UTFCBGA1377,Laptop
Intel Core i5-7442EQ,i5 7442EQ,Intel,4834,4,25.0,FCBGA1440,Laptop
Intel Core i5-4460,i5 4460,Intel,4834,4,84.0,LGA1150,Desktop
MT6877V/TZA,MT6877V/TZA,Unknown,4824,8,,unknown,Mobile/Embedded
Intel Core i3-7350K,i3 7350K,Intel,4819,2,60.0,FCLGA1151,Desktop
Intel Xeon E5-1603 v4,Xeon E5 1603 v4,Intel,4812,4,140.0,FCLGA2011-3,Server
Intel Xeon Bronze 3204,Xeon Bronze 3204,Intel,4796,6,85.0,FCLGA3647,Server
Intel Xeon D-1518,Xeon D 1518,Intel,4784,4,35.0,FCBGA1667,Server
Intel Core i5-3550,i5 3550,Intel,4783,4,77.0,LGA1155,Desktop
Intel Core i5-6500TE,i5 6500TE,Intel,4776,4,35.0,LGA 1151,Desktop
Intel Core i7-3610QE,i7 3610QE,Intel,4767,4,45.0,rPGA988B,Laptop
Intel Xeon E3-1225 V2,Xeon E3 1225 V2,Intel,4766,4,77.0,LGA1155,Server
Intel Xeon E3-1230L v3,Xeon E3 1230L v3,Intel,4764,4,25.0,LGA1150,Server
ARM Neoverse-N1 6 Core 0 MHz,ARM Neoverse N1 6 Core 0 MHz,Intel,4756,6,,unknown,Unknown
AMD Opteron 6220,Opteron 6220,AMD,4753,4,115.0,Socket G34,Server
Intel Pentium Silver N6005,Pentium Silver N6005,Intel,4752,4,10.0,FCBGA1338,"Laptop, Mobile/Embedded"
Intel Pentium 6805,Pentium 6805,Intel,4745,2,15.0,FCBGA1526,Laptop
Intel Core i5-4470S,i5 4470S,Intel,4742,4,65.0,LGA1150,Desktop
vendor Kirin9000E,vendor Kirin9000E,Unknown,4728,8,,unknown,Mobile/Embedded
Intel Xeon E3-1235,Xeon E3 1235,Intel,4725,4,95.0,LGA1155,Server
Intel Core i5-4440,i5 4440,Intel,4718,4,84.0,FCLGA1150,Desktop
Intel Xeon E3-1265L V2,Xeon E3 1265L V2,Intel,4711,4,45.0,LGA1155,Server
Intel Core i5-7400T,i5 7400T,Intel,4710,4,35.0,LGA1151,Desktop
Apple A12 Bionic,A12 Bionic,Apple,4707,6,,unknown,Mobile/Embedded
Intel Core i3-7300,i3 7300,Intel,4703,2,51.0,FCLGA1151,Desktop
Intel Core i5-6300HQ,i5 6300HQ,Intel,4701,4,45.0,LGA 1151,Laptop
Intel Xeon E5-2603 v4,Xeon E5 2603 v4,Intel,4695,6,85.0,FCLGA2011-3,Server
Intel Xeon E3-1220 V2,Xeon E3 1220 V2,Intel,4691,4,69.0,LGA1155,Server
Intel Atom C3758,Atom C3758,Intel,4683,8,25.0,FCBGA1310,Server
Intel Xeon E5-1410,Xeon E5 1410,Intel,4677,4,80.0,LGA1356,Server
AMD Opteron 4284,Opteron 4284,AMD,4665,4,95.0,Socket C32,Server
Intel Core i5-4690T,i5 4690T,Intel,4660,4,45.0,LGA1150,Desktop
Intel Core i5-3470,i5 3470,Intel,4657,4,77.0,LGA1155,Desktop
Intel Core i5-4430,i5 4430,Intel,4646,4,84.0,LGA1150,Desktop
AMD Athlon Silver PRO 3125GE,Athlon Silver PRO 3125GE,AMD,4633,2,35.0,AM4,Desktop
Intel Core i7-3632QM,i7 3632QM,Intel,4628,4,35.0,rPGA988B,Laptop
Intel Celeron N5095A,Celeron N5095A,Intel,4627,4,15.0,FCBGA1338,Desktop
Intel Core i5-3570S,i5 3570S,Intel,4620,4,65.0,LGA1155,Desktop
Intel Core i7-2860QM,i7 2860QM,Intel,4607,4,45.0,BGA1224,Laptop
Intel Core i7-3612QM,i7 3612QM,Intel,4603,4,35.0,"PGA988B, FCBGA12",Laptop
Qualcomm Snapdragon 8350,Qualcomm Snapdragon 8350,Unknown,4599,8,,unknown,Mobile/Embedded
Intel Core i5-6442EQ,i5 6442EQ,Intel,4598,4,25.0,FCBGA1440,Laptop
"Qualcomm Technologies, Inc SM6375","Qualcomm Technologies, Inc SM6375",Unknown,4597,8,,unknown,Mobile/Embedded
"Mars based on Qualcomm Technologies, Inc SM8350","Mars based on Qualcomm Technologies, Inc SM8350",Unknown,4592,8,,unknown,Mobile/Embedded
Intel Xeon L5640,Xeon L5640,Intel,4591,6,60.0,LGA1366,Server
AMD Ryzen Embedded V1500B,Ryzen Embedded V1500B,AMD,4588,4,16.0,BGA1140,Mobile/Embedded
Intel Xeon Bronze 3104,Xeon Bronze 3104,Intel,4585,6,85.0,FCLGA3647,Server
AMD FX-8120 Eight-Core,FX 8120 Eight Core,Intel,4578,4,125.0,AM3+,Desktop
Intel Core i7-3635QM,i7 3635QM,Intel,4575,4,45.0,unknown,Laptop
AMD Athlon 240GE,Athlon 240GE,AMD,4551,2,35.0,AM4,Desktop
Intel Xeon X5667,Xeon X5667,Intel,4551,4,95.0,LGA1366,Server
MT6893,MT6893,Unknown,4551,8,,unknown,Mobile/Embedded
AMD Athlon Silver 3050GE,Athlon Silver 3050GE,AMD,4545,2,35.0,AM4,Laptop
Microsoft ARM SQ1,Microsoft ARM SQ1,Unknown,4545,8,15.0,unknown,Laptop
"Renoir based on Qualcomm Technologies, Inc SM7350","Renoir based on Qualcomm Technologies, Inc SM7350",Unknown,4543,8,,unknown,Mobile/Embedded
Intel Core i5-3550S,i5 3550S,Intel,4537,4,65.0,LGA1155,Desktop
Intel Core i5-4570R,i5 4570R,Intel,4527,4,65.0,FCBGA1364,Desktop
Intel Core i7-2600S,i7 2600S,Intel,4524,4,65.0,LGA1155,Desktop
AMD Opteron 4280,Opteron 4280,AMD,4504,4,95.0,Socket C32,Server
Intel Core i5-4460S,i5 4460S,Intel,4503,4,65.0,LGA1150,Desktop
Intel Core i3-9100TE,i3 9100TE,Intel,4501,4,35.0,FCLGA1151-2,Laptop
Intel Core i5-3450,i5 3450,Intel,4497,4,77.0,LGA1155,Desktop
Intel Pentium Gold G6605,Pentium Gold G6605,Intel,4493,2,58.0,FCLGA1200,Desktop
AMD Athlon 3000G,Athlon 3000G,AMD,4480,2,35.0,AM4,Desktop
AMD Athlon PRO 300GE,Athlon PRO 300GE,AMD,4475,2,35.0,AM4,Desktop
AMD FX-6350 Six-Core,FX 6350 Six Core,Intel,4463,3,125.0,AM3+,Desktop
AMD FX-6330 Six-Core,FX 6330 Six Core,Intel,4455,3,95.0,AM3+,Desktop
Intel Xeon X5647,Xeon X5647,Intel,4455,4,130.0,LGA1366,Server
AMD Athlon 220GE,Athlon 220GE,AMD,4450,2,35.0,AM4,Laptop
Intel Xeon E5-1603 v3,Xeon E5 1603 v3,Intel,4448,4,140.0,LGA2011-v3,Server
MT6877T,MT6877T,Unknown,4442,8,,unknown,Mobile/Embedded
Intel Xeon E5-2609 v3,Xeon E5 2609 v3,Intel,4423,6,80.0,LGA2011-v3,Server
Intel Core i7-2960XM,i7 2960XM,Intel,4423,4,55.0,PGA988B,Laptop
Intel Xeon L5639,Xeon L5639,Intel,4419,6,60.0,LGA1366,Server
MT6889Z/CZA,MT6889Z/CZA,Unknown,4416,8,,unknown,Mobile/Embedded
vendor Kirin810,vendor Kirin810,Unknown,4409,8,,unknown,Mobile/Embedded
Intel Pentium Gold G6600,Pentium Gold G6600,Intel,4396,2,58.0,FCLGA1200,Desktop
MT6875,MT6875,Unknown,4393,8,,unknown,Mobile/Embedded
Intel Core i3-6300,i3 6300,Intel,4386,2,51.0,LGA 1151,Desktop
AMD Opteron 4386,Opteron 4386,AMD,4378,4,95.0,C32,Server
Intel Pentium Gold G6505,Pentium Gold G6505,Intel,4378,2,58.0,FCLGA1200,Desktop
Intel Core i3-8121U,i3 8121U,Intel,4376,2,15.0,unknown,Laptop
Intel Core i3-6320,i3 6320,Intel,4372,2,51.0,LGA 1151,Desktop
AMD Athlon 300GE,Athlon 300GE,AMD,4366,2,35.0,AM4,Desktop
Intel Core i5-4670T,i5 4670T,Intel,4361,4,45.0,FCLGA1150,Desktop
AMD FX-6130 Six-Core,FX 6130 Six Core,Intel,4353,3,125.0,AM3+,Desktop
Intel Core i7-2760QM,i7 2760QM,Intel,4353,4,45.0,BGA1224,Laptop
Intel Core i5-3470S,i5 3470S,Intel,4353,4,65.0,LGA1155,Desktop
Intel Core i7-2820QM,i7 2820QM,Intel,4347,4,45.0,BGA1224,Laptop
Intel Core i7-2920XM,i7 2920XM,Intel,4344,4,55.0,FCPGA988,Laptop
Intel Core i3-7100,i3 7100,Intel,4342,2,51.0,FCLGA1151,Desktop
Hisilicon Kirin990,Hisilicon Kirin990,Unknown,4328,8,,unknown,Mobile/Embedded
Intel Core i5-6400T,i5 6400T,Intel,4302,4,35.0,LGA 1151,Desktop
Intel Core i3-8109U,i3 8109U,Intel,4301,2,28.0,FCBGA1528,Laptop
Intel Pentium Gold G6405,Pentium Gold G6405,Intel,4285,2,58.0,FCLGA1200,Desktop
MT6877V/ZA,MT6877V/ZA,Unknown,4285,8,,unknown,Mobile/Embedded
Intel Atom C3958,Atom C3958,Intel,4281,16,31.0,FCBGA1310,Server
Intel Core i5-4440S,i5 4440S,Intel,4277,4,65.0,LGA1150,Desktop
Intel Core i5-3450S,i5 3450S,Intel,4264,4,65.0,LGA1155,Desktop
Intel Xeon E5-1607 v2,Xeon E5 1607 v2,Intel,4259,4,130.0,LGA 2011,Server
Intel Core i7-4770TE,i7 4770TE,Intel,4257,4,45.0,LGA1150,Desktop
Intel Core i7-7567U,i7 7567U,Intel,4256,2,28.0,BGA1356,Laptop
Intel Core i5-6350HQ,i5 6350HQ,Intel,4255,4,45.0,LGA 1151,Laptop
AMD Ryzen Embedded R1606G,Ryzen Embedded R1606G,AMD,4253,2,15.0,FP5,"Desktop, Mobile/Embedded"
"Qualcomm Technologies, Inc SM8150","Qualcomm Technologies, Inc SM8150",Unknown,4248,8,,unknown,Mobile/Embedded
AMD Athlon 320GE,Athlon 320GE,AMD,4237,2,35.0,AM4,Desktop
Intel Core i5-3350P,i5 3350P,Intel,4237,4,69.0,LGA1155,Desktop
Intel Xeon E5-2648L,Xeon E5 2648L,Intel,4235,8,70.0,LGA 2011,Server
Apple A11 Bionic,A11 Bionic,Apple,4231,6,,unknown,Mobile/Embedded
Intel Core i3-8140U,i3 8140U,Intel,4227,2,15.0,FCBGA1528,Laptop
Hisilicon Kirin980,Hisilicon Kirin980,Unknown,4224,8,,unknown,Mobile/Embedded
"Qualcomm Technologies, Inc SM8150P","Qualcomm Technologies, Inc SM8150P",Unknown,4224,8,,unknown,Mobile/Embedded
AMD Ryzen 3 PRO 2100GE,Ryzen 3 PRO 2100GE,AMD,4187,2,35.0,AM4,Desktop
Intel Core i3-6100,i3 6100,Intel,4177,2,51.0,LGA 1151,Desktop
Intel Core i5-3475S,i5 3475S,Intel,4177,4,65.0,LGA1155,Desktop
Intel Pentium J6426,Pentium J6426,Intel,4173,4,10.0,FCBGA1493,Mobile/Embedded
Intel Core i3-6098P,i3 6098P,Intel,4170,2,54.0,LGA 1151,Desktop
Intel Core i5-4430S,i5 4430S,Intel,4168,4,65.0,LGA1150,Desktop
Intel Core i5-3570T,i5 3570T,Intel,4168,4,45.0,LGA1155,Desktop
Intel Core i5-3340,i5 3340,Intel,4165,4,77.0,LGA1155,Desktop
Hisilicon Kirin985,Hisilicon Kirin985,Unknown,4162,8,,unknown,Mobile/Embedded
Intel Pentium Gold G5600F,Pentium Gold G5600F,Intel,4160,2,54.0,FCLGA1151-2,Desktop
Intel Core i3-7300T,i3 7300T,Intel,4159,2,35.0,FCLGA1151,Desktop
